name,img,url,logo,category,description,location
Smart Master,https://www.sunwaypyramid.com/static/shops/cece999d4a4f81d2102d7c7ec09fea6c/w768-crop.jpg,https://www.sunwaypyramid.com/directory/smart-master,https://www.sunwaypyramid.com/static/shops/08306a16939631536a354a9e89b797f1/w768.png,Fashion,"SmartMaster was founded in 1999. A brand that is equipped with the latest in ready-made men’s wear while providing the same unique cutting of suits developed through the years of tailoring experience. A store that brings out the latest in tailoring and modern fashion while maintaining a sense of tradition, timeless quality and loyalty to its customers.",LG2.145 (Lower Ground 2 Floor)
Smiggle,https://www.sunwaypyramid.com/static/shops/c0e6e8ee00ceee2ccc4037380d6b60ef/w768-crop.jpg,https://www.sunwaypyramid.com/directory/smiggle,https://www.sunwaypyramid.com/static/shops/441ac0f03cd10b8b9c245c9533ba6fdc/w768.png,Books & Stationery,"""Where a smile meets a giggle!""
Smiggle was founded in 2003, aiming to be the ultimate creators of colourful, fun, fashion-forward stationery. From humble beginnings where the first Smiggle store opened in Melbourne, Australia, word spread fast about the bright pens, notebooks and gadgets that filled a tiny, but very special place.
The colorful concept took off and Smiggle soon hit 20 stores nationwide, where it caught the eye of Just Group - Australia's most exciting fashion & apparel retailer. Smiggle joined the Just Group in August 2007 and has not looked back since!
In 2008, Smiggle jumped overseas and opened its first international store in New Zealand. By 2011 Smiggle has expanded into Singapore, and in 2014 Smiggle opened its doors in the United Kingdom. In 2016 Smiggle said hello to Malaysia, Hong Kong & Ireland! It's all part of the grand plan to be the world's most exciting and famous stationery brand.
Smiggle’s product range is exclusively designed in Melbourne, Australia, and the range is now bigger and better than ever, with the team at the Smiggle Design Lab drawing inspiration from all over the globe! Look out for special designs all throughout the year, with seasonal goodies and festive surprises! Our ultimate goal is to inspire and develop the creative spirits of our customers, by delivering original, fun and affordable stationery.
Smiggle products are all about great design and innovation, bold colors, quirky graphics, great value and most of all - giving our fans the tools they need to have fun!
So come on in, experiment, explore, poke, prod and play, because a visit to our stores is just like a hug from your best friend. Where a smile meets a giggle, it's the world's greatest place.",LG1.69A (Lower Ground 1 Floor)
Snowflake,https://www.sunwaypyramid.com/static/shops/e16f3f7c336b108dcf7f2e80d6b605cd/w768-crop.jpg,https://www.sunwaypyramid.com/directory/snowflake,https://www.sunwaypyramid.com/static/shops/9724f299b2ee9077501c54b84f0c0287/w768.png,Food & Beverages,"Snowflake is the perfect place to indulge in shaved ice desserts inspired by traditional Taiwanese treats. Whether you're craving something refreshingly fruity or delectably creamy, we offer a wide selection of options for you to enjoy.
We also have our seasonal specials for those adventurous or curious ones or stick with our crowd favorites like mango or our signature grass jelly.",F1.65A (First Floor)
Solar Time,https://www.sunwaypyramid.com/static/shops/d4189ae7f544b78e396c5113111e666f/w768-crop.jpg,https://www.sunwaypyramid.com/directory/solar-time,https://www.sunwaypyramid.com/static/shops/a534b75ca3369afb7a0ac97256e9150b/w768.png,Jewellery & Timepieces,"Solar Time brings to you stylish and fashionable lifestyle watches, with writing instruments and jewelleries.",LG2.80 (Lower Ground 2 Floor)
Solid Blue Jeans,https://www.sunwaypyramid.com/static/shops/c1a8f14ea2f14bdc95af8e1363b8b72d/w768-crop.jpg,https://www.sunwaypyramid.com/directory/solid-blue-jeans,https://www.sunwaypyramid.com/static/shops/c69bced7127ee5afbf7d4ba6e8b1adf4/w768.png,Fashion,Retailing of fashion apparel and related accessories,LG1.132 (Lower Ground 1 Floor)
Sony Centre,https://www.sunwaypyramid.com/static/shops/ea9f92bc80e2c3ddcc259ddef38a3d8b/w768-crop.jpg,https://www.sunwaypyramid.com/directory/sony-centre,https://www.sunwaypyramid.com/static/shops/1d299362c1a0b431fd5fcbbe12fbb344/w768.png,Digital Lifestyle,SONY,F1.43 (First Floor)
Sorella,https://www.sunwaypyramid.com/static/shops/3bf8c75ed055a4134d57eefa5c791d61/w768-crop.jpg,https://www.sunwaypyramid.com/directory/sorella,https://www.sunwaypyramid.com/static/shops/3026cf1e3dd4ba8f1f78a804692fc731/w768.png,Fashion,"Sorella believes in treasuring and celebrating every womans innate femininity.
We aim to highlight and enhance your natural beauty and sexy curves with our high quality lingerie, which provide unparalleled support, superior shaping, desired toning and overall flawlessness.
Cherish yourself with Sorella Sunway Pyramid and unveil your true feminine allure. Discover, indulge in your body and love yourself entirely through our premium lingerie.
Sorella believes in bringing out the very best in every woman by highlighting your individual uniqueness and strengths. Our focus is on creating empowering lingerie that enhances and contours, supporting and expressing your inherent femininity and boosting your self-confidence. As such, every Sorella woman is sophisticated, delicate, confident and always at her fullest potential.
Our products are the result of detailed research and consistent communication with women to determine their needs and desires, in order for us to better tailor ourselves to your figure and lifestyle. Sorella also aims to share with women the importance of as well as how to achieve the perfect fit and increase your understanding of breast health and physical well-being.",LG1.83 (Lower Ground 1 Floor)
Souper Tang,https://www.sunwaypyramid.com/static/shops/eddf1a3a1d6799acce596ef2dfb7d001/w768-crop.jpg,https://www.sunwaypyramid.com/directory/souper-tang,https://www.sunwaypyramid.com/static/shops/b25c3ac7843034cee780c7dc9c61518b/w768.png,Food & Beverages,"Where taste and wellness meet, with dishes infused with herbal vitality.",LG1.112 (Lower Ground 1 Floor)
Sox World,https://www.sunwaypyramid.com/static/shops/733b7c725645ed0a453c08294cb04882/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/sox-world,https://www.sunwaypyramid.com/static/shops/86bfa07766d428f5afecc5e705d44c46/w768.png,Fashion,"SOXWORLD is a Malaysia born brand dated back in the 80's. Starting with only socks, we are now the leading retailer of socks, hosiery, undergarments, winter accessories, sleepwear, and caps.
SOXWORLD is a brand for everyone! Starting from newborn till senior, we have something for you in each stage. Allow us to walk beside you along this fabulous journey.
From various lengths of socks – invisible, calf, low cut, sleeve, sports and even toe socks, SOXWORLD has got you covered! Choose from comfortable socks available in both men, women and kids ranges, in colours like neon colours, solid colours, nude, white, black, grey, yellow, blue and more. Besides socks, shop for caps in various designs such as prints, colours, characters and more.
Be it a casual, formal, school or sports, there’s socks fit for all occasions to keep you warm, comfortable and protected!",LG1.90A (Lower Ground 1 Floor)
Spectrum Forex Money Changer,https://www.sunwaypyramid.com/static/shops/5dea1abf4eeb37e6d71f1f156af2e0fe/w768-crop.jpg,https://www.sunwaypyramid.com/directory/spectrum-forex-money-changer-lg2-95b,https://www.sunwaypyramid.com/static/shops/f44275c89f7b89377c8a0d6d7bf31b29/w768.png,Money Changer,Retailing foreign currency exchange.,LG2.95B (Lower Ground 2 Floor)
Spectrum Forex Money Changer,https://www.sunwaypyramid.com/static/shops/f876183d8fc8174c44b82fd7e6745a0a/w768-crop.jpg,https://www.sunwaypyramid.com/directory/spectrum-forex-money-changer-lg2-61,https://www.sunwaypyramid.com/static/shops/a45903170f2aa2aefbcc0ef1eb0f30b2/w768.png,Money Changer,Retailing foreign currency exchange.,LG2.61 (Lower Ground 2 Floor)
Spectrum Forex Money Changer,https://www.sunwaypyramid.com/static/shops/ba20f57b3ae8af3bf1454800035c598f/w768-crop.jpg,https://www.sunwaypyramid.com/directory/spectrum-forex-money-changer,https://www.sunwaypyramid.com/static/shops/5c317b49e609e44afa10e33b1fce8d59/w768.png,Money Changer,Retailing foreign currency exchange.,OB3.G.U5 (Ground Floor)
Spenco,https://www.sunwaypyramid.com/static/shops/a7b558e1a4cfff9bfaec4d66bb2b8833/w768-crop.jpg,https://www.sunwaypyramid.com/directory/spenco,https://www.sunwaypyramid.com/static/shops/486e8076986ccf24edbf26c33b28c651/w768.png,Footwear,"Finally Spenco is available at Sunway Pyramid. Spenco is a medical healthy footwear from Texas, USA since year 1967. It has received the Prestigious Seal of Acceptance Award from the American Podiatric Medical Association. Its special features on footbed is rarely seen in others footwear in the market. It is based on the design of highly successful insoles and incorporates with Cushioned Heel, Deep Heel Cupping, Orthotic Arch Support, Metatarsal Dome, Lateral Arch Support, Forefoot Lifting, Non-Slip, Impact Absorbing, Lightweight, Ultra-Fresh Antimicrobial, Water Proof Material.
Combination of these features with TOTAL SUPPORT Technology, Spenco created “The Shape That Feels Great” which is suitable for everyone and able to ease the symptoms of most common foot ailments such as Flat Foot, Supination, Pronation, Plantar Fasciitis, Metatarsalgia, Shin Splints, Achilles Tendonitis, Knee, Heel, Ankle, Arch and Lower Back Pain & etc.
Spenco offers both Total Support Footwear and Insoles. Quality products and customer service are what Spenco focusing on. We are 100% committed to exceeding your expectations in products and service as you find solutions for your health and foot care needs.
Generally speaking, we hope you feel fortunate to be part of our Spenco Family. We strive to honour the diverse needs of all in our daily actions and we look forward to expanding our relationship with you at Sunway Pyramid.",LG2.142A (Lower Ground 2 Floor)
Starbucks Coffee,https://www.sunwaypyramid.com/static/shops/4fda81fba3eed23d2f7532bd708d1191/w768-crop.jpg,https://www.sunwaypyramid.com/directory/starbucks-coffee,https://www.sunwaypyramid.com/static/shops/761142a4785e2101ea00bf2745fd454c/w768.png,Food & Beverages,"Retailing in coffee and cake.
Business Hour: 10 am - 10pm",SP3G001 (Ground Floor)
Starbucks Reserve,https://www.sunwaypyramid.com/static/shops/bc963e4365d32452c52cacbcfd43c493/w768-crop.jpg,https://www.sunwaypyramid.com/directory/starbucks-reserve,https://www.sunwaypyramid.com/static/shops/1299f81cd185f350ef367d1761e0c523/w768.png,Food & Beverages,"Cafe offering some of the world’s finest fresh-roasted whole bean coffees.
Business Hour : 8.30am-11pm (Sun - Thu);
8.30am-12pm (Fri - Sat)",G1.129 (Ground Floor)
Stars Archery,https://www.sunwaypyramid.com/static/shops/4387e74e58063be3cfab21fa8394c8b5/w768-crop.jpg,https://www.sunwaypyramid.com/directory/stars-archery,https://www.sunwaypyramid.com/static/shops/613defe9bde4046bafab4aae9700f2ef/w768.png,Entertainment,Aiming for awesomeness,"F1.25, F1.26 (First Floor)"
Stellar,https://www.sunwaypyramid.com/static/shops/443288ec3e628efb4c0f485fa607ef7c/w768-crop.jpg,https://www.sunwaypyramid.com/directory/stellar,https://www.sunwaypyramid.com/static/shops/f4d82f70fce19f04118bf5f444480bc7/w768.png,Fashion,"Stellar is Number one Ear Piercing in Singapore, is now in Sunway Pyramid!
Ear piercing is an important milestone for all young girls and we want to be the one to witness and celebrate this milestone. Every piercing done with us with be given a ‘Piercing Certificate’ to commemorate this special occasion.
Through our vast retail experience in jewellery industry, we identify the importance of providing products that are ""reliable"", ""safe"" and ""sterile"".
Stellar is committed in providing a wide range of fashionable hypo-allergenic jewellery that is suitable for all skin types. Our diverse range of jewellery selection across all stores will surely suit your personal preference for all age groups.
We provide a safe and sterile piercing service that is desirable for sensitive skin. Using the most advanced technology from USA and highest quality jewellery, we create a memorable piercing milestone for both parents and their kids. Our piercing studs presents high grade material, ranging from medical grade titanium, 14 karat and 18 karat gold. With our enhanced aftercare solution, our team goes the extra mile to ensure customers understand the importance and how-to care for the newly pierced ears. Stellar provides 2 complimentary aftercare consultations service within 2 months to monitor your piercing's healing process. Aftercare is an important step to ensure that your piercing is healing well to achieve that beautiful look. Our technicians are here to help you in every step of your piercing journey from choosing of design to the healing aftercare process.
STELLAR RECORDS MORE THAN 10,000 PIERCINGS ANNUALLY! Our experienced technicians are able to provide you with the best advice on the most suitable ear piercing studs and ear piercing positions regardless of shapes and sizes of your earlobes.
Let us introduce our yearly ‘Stellar Girl’ campaign!
‘Piercing with confidence at Stellar’
Started in 2018, to encourage children to feel more confident to pierce. Each year has a creative theme in order to make it a fun and fulfilling experience for the kids. The winner will also be the face of the brand for the entire year.
With service excellence, we create trustworthy relationship with customers and henceforth being recognised as the most preferred piercing in Singapore. We look towards continuous improvement to enhance every customer experience and satisfaction!",LG1.22 (Lower Ground 1 Floor)
Strip,https://www.sunwaypyramid.com/static/shops/bfb57ab81a549e51ed8f404f56f275f5/w768-crop.jpg,https://www.sunwaypyramid.com/directory/strip,https://www.sunwaypyramid.com/static/shops/554fe3e784913ddb7ceb7e9b3efd822e/w768.png,Beauty,"STRIP is the undisputed king in hair removal services and is widely known for its top-notch service that’ll help you conquer the body foliage and achieve that baby-smooth skin factor. Besides waxing, they also offer Advanced Fluorescence Technology (AFT) hair removal, Rosebud Vajuvenation, and Thermal Shape treatment.
With their pioneering ‘No Double Dipping’ commandment, you can be assured that your waxing experience here will be a hygienic and comfortable one with your own STRIP Hygiene Pack and the usage of the best in-house formulated waxes. They also carry a range of specially formulated pre and post-care products namely TWO L(I)PS to ensure that you will be well taken care of at all times. Having pruned a staggering 4 million bushes (and counting) to date, STRIP’s expertise in Brazilian and Boyzilian waxes is unquestionable. The next time you’re looking to get rid of those pesky body hair, give STRIP a go!",F1.29 (First Floor)
Subway,https://www.sunwaypyramid.com/static/shops/4f23eef8365573f5bf63f238b9e4cd90/w768-crop.jpg,https://www.sunwaypyramid.com/directory/subway,https://www.sunwaypyramid.com/static/shops/fd52b7dcfd194f5ef27498a3e44d069b/w768.png,Food & Beverages,"In 1965, Subway® Restaurants was founded by 17 year-old high school graduate Fred DeLuca, along with family friend Dr. Peter Buck. The first restaurant opened in Bridgeport, Connecticut, USA in 1965 and was called Pete’s Super Submarines. The first franchised Subway® unit opened in Wallingford, Connecticut.
Today, the SUBWAY brand is the world's largest submarine sandwich chain with more than 44,000 locations around the world. We've become the leading choice for people seeking quick, nutritious meals that the whole family can enjoy. From the beginning, Fred has had a clear vision for the future of the SUBWAY brand. As we continue to grow, we are guided by his passion for delighting customers by serving delicious, made-to-order sandwiches.",LG2.32 (Lower Ground 2 Floor)
Suisse Clinic,https://www.sunwaypyramid.com/static/shops/141a7a964579e76358ede4a33bb8e3c5/w768-crop.jpg,https://www.sunwaypyramid.com/directory/suisse-clinic,https://www.sunwaypyramid.com/static/shops/dabcaed710898afc83527d6bab3de442/w768.jpg,N/A,,SPWLG1-02 ()
Sukiya,https://www.sunwaypyramid.com/static/shops/4b3dfb42e6d3978f69730f557ef22508/w768-crop.jpg,https://www.sunwaypyramid.com/directory/sukiya,https://www.sunwaypyramid.com/static/shops/a1b91b3fa3a8258824063e1301aa4011/w768.png,Food & Beverages,A Japanese casual restaurant that serves Tokyo bowls and noodles,LG2.30 (Lower Ground 2 Floor)
Sulwhasoo,https://www.sunwaypyramid.com/static/shops/65327bd4eaddb3e4f1b73b43e41f424e/w768-crop.jpg,https://www.sunwaypyramid.com/directory/sulwhasoo,https://www.sunwaypyramid.com/static/shops/0096ebf0672280ac9de0ea1fab4bce79/w768.png,Beauty,BUILDING A WORLD OF BEAUTY POWERED BY ART AND HERITAGE,G1.62 (Ground Floor)
Sun Paradise,https://www.sunwaypyramid.com/static/shops/3fb905f94df84d4d95b5b9055a0293f6/w768-crop.jpg,https://www.sunwaypyramid.com/directory/sun-paradise,https://www.sunwaypyramid.com/static/shops/4fe6bf2c13722d08242f176a94df0d37/w768.png,Fashion,Sun Paradise is the first comprehensive aquatic wear and accessories chain of its kind in South-East Asia.,LG1.108 (Lower Ground 1 Floor)
Sunway Clio Exhibition Centre,https://www.sunwaypyramid.com/static/shops/7a8f078e9372d3400be30606e9d81c38/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/sunway-clio-exhibition-centre,https://www.sunwaypyramid.com/static/shops/ad212059e95125f1b769a1e850275315/w768.png,Sunway City,"Introducing the Clio Exhibition Centre, the newest location in Sunway City to hold events, meetings, exhibitions and more.",LG1.CEC (Lower Ground 1 Floor)
Sunway Lagoon,https://www.sunwaypyramid.com/static/shops/17852fd89ad5b8cac3de7be206ff973f/w768-crop.jpg,https://www.sunwaypyramid.com/directory/sunway-lagoon,https://www.sunwaypyramid.com/static/shops/edd2223a6ce9505f5c3ea831ff9b314d/w768.png,Sunway City,"With more and more attractions being added since its inception, Sunway Lagoon is a bountiful wonderland of entertainment just waiting for you to explore! Divided into several sections, highlights of the Sunway Lagoon include:
• Sunway Lagoon Extreme Park
It is the best place to get your adrenaline pumping! Feel the rush with aerial attractions like bungee jumping, flying fox, riding a Go Kart or an ATV, wall climbing and so much more!
• Sunway Lagoon Water Park
The Sunway Lagoon Water Park is a great stop to beat the Malaysian heat. From daring water spins in the African Pythons loop ride, to the Congo Challenge, Vuvuzela and Waterplexx 5D, be ready for a grand, wet day out in the sun! For those looking for a more relaxing pace, drop by the Surf Beach, which is said to be the world's largest man-made surf beach (arrive early to grab a curtained gazebo for that extra tropical feeling).
Of course proper swimming attire is required for this section of the park, changing rooms and lockers are provided.
• Sunway Lagoon Amusement Park
Do not want to get wet? You can explore the amusement park and walk on the bridge in Sunway lagoon theme park which is known as Malaysia’s longest pedestrian.
• Nickelodeon Lost Lagoon
This is Asia's first Nickelodeon themed park and includes exciting water rides and attractions. Enjoy your day in the company of memorable Nickelodeon characters from Spongebob Squarepants, Dora The Explorer and even the Teenage Mutant Ninja Turtles as you explore around with the kids (souvenirs are aplenty too).
• Wildlife Park
Wildlife Park is a great little zoo specializing in cute, cuddly, friendly animals and a few not-so-cuddly ones like eagles, pythons and tigers. The petting enclosure is a major attraction with families, where you can enjoy hand-feeding the rabbits, tortoises, guinea pigs and petting the ponies too!
• Scream Park
Finally, there is the Scream Park, a modern take on the old house of horrors. With special effects and great actors, let your fears come alive!",LG2.LAGOON (Lower Ground 2 Floor)
Sunway Lagoon Hotel,https://www.sunwaypyramid.com/static/shops/5d50c5c622f66094ee465b0468647645/w768-crop.jpg,https://www.sunwaypyramid.com/directory/sunway-lagoon-hotel,https://www.sunwaypyramid.com/static/shops/cc70a12231026a0c5ad7a1a4388959e7/w768.png,Sunway City,"“Relax with Perfection”
Located in the heart of scenic Sunway City, the 4-star Sunway Clio Hotel is conveniently linked to the west precinct of the Sunway Pyramid Mall and is also within walking distance from the main entrance of the Sunway Lagoon theme park. Sunway Clio Hotel forms part of the cluster of hotels in Sunway City, where the 26-storey hotel feature 401 guestrooms, each including convenient touches such as complimentary Wi-Fi and wired broadband internet access, USB charger outlets, 42” LED Smart TV with satellite news, sports and movie channels, flexible workspaces, high pressure walk-in rain showers, ample closet space, in-room electronic safe boxes and beverage making facilities.
Beyond just hotel rooms, the Sunway Clio Hotel provides the right balance between work and play with 5 fully-equipped function rooms with a seating capacity of 20 to 160 persons and a host of other additional facilities to further enhance your time with us.
Some other key features of Sunway Clio include:
• Located just 35 minutes from Kuala Lumpur International Airport (KLIA) and 25 minutes to Kuala Lumpur city centre.
• Sunway Clio Hotel has 401 Deluxe Plus guestrooms with a vast selection of rooms with unimpeded views of Sunway Lagoon theme park or the city’s skyline (subject to availability).
• For a more luxurious experience, enjoy your stay in our Deluxe Plus Executive Rooms, which boast wider space and exemplary creature comforts.
• Additional facilities you can revel in here include an all-day dining restaurant, meeting rooms, an outdoor swimming pool and a fitness centre.
• Over 170+ restaurants and outlets to cater to every craving imaginable, all within a stone’s throw away in Sunway Pyramid Mall and the surrounding shop lots.",(Ground Floor)
Sunway Lagoon Kedai Runcit,https://www.sunwaypyramid.com/static/shops/c824a6cd42afb9359a8d626dcee93884/w768-crop.jpg,https://www.sunwaypyramid.com/directory/sunway-lagoon-kedai-runcit,https://www.sunwaypyramid.com/static/shops/b0811dbc3cf70f3da7a6ed24ab74b3e0/w768.png,Food & Beverages,,PC-202 (PushCart) (First Floor)
Sunway Mega Lanes,https://www.sunwaypyramid.com/static/shops/8d44908a66cd6b0e489471b35dda2a65/w768-crop.jpg,https://www.sunwaypyramid.com/directory/sunway-mega-lanes,https://www.sunwaypyramid.com/static/shops/7890bde6ff403556d4fb56e99d01b5f1/w768.png,Entertainment,"Experience is Everything! Sunway Megalanes is a world-class bowling center equipped with 48 professional bowling lanes with the latest Brunswick lane and scoring system, upgrading your bowling experience to the next level! Head over to Sunway Megalanes and experience the fun bonding and chilling sessions with your family and friends with a thrilling game of bowling!
Our Megalanes Proshop offers the latest Brunswick and Storm bowling equipment with expert drilling services to satisfy your bowling needs! Don't forget to check the signature local dishes at our very own Megalanes Cafe!
Sunway Megalanes! The Future of Bowling!",F1.22 (First Floor)
Sunway Multicare Pharmacy,https://www.sunwaypyramid.com/static/shops/68aca184ff78179ef7d09b35437ab7a7/w768-crop.jpg,https://www.sunwaypyramid.com/directory/sunway-multicare-pharmacy,https://www.sunwaypyramid.com/static/shops/8f05bb1d8673f08f4998e6d0d2d9243c/w768.png,Health & Wellness,"Sunway Pharmacy was first opened in 2016 at a Caltex petrol station with the aim to enhance the pharmacist profession in the community setting. Now, there are more than 10 outlets in the Klang Valley region and is rapidly expanding to give customers the very best medical advice and services. In Sunway Pharmacy, you can get a wide range of products such as personal care, baby care, skin care, feminine care, exclusive beauty care products, vitamins and supplements, medical equipment, mobility aids and many more! Visit us today at Lower Ground floor to get your health in check!",LG2-129B (Lower Ground 2 Floor)
Sunway Pyramid Convention Centre (SPCC),https://www.sunwaypyramid.com/static/shops/22430c8eaa69ee1534ed8fcefa74b7a6/w768-crop.jpg,https://www.sunwaypyramid.com/directory/sunway-pyramid-convention-centre-spcc,https://www.sunwaypyramid.com/static/shops/3619700f89918f57e7799a7350a0ef13/w768.png,Sunway City,"Offering 7,157 sqm of unobstructed function space, the Sunway Pyramid Convention Centre (SPCC) forms an integral part of the vibrant, integrated Sunway City as an event venue. Capable of accommodating large exhibitions, conferences, trade shows and even gala dinners, SPCC has been the venue of choice for many high-profiled events. With 24/7 security and well-equipped facilities such as storage areas/rooms, prayer and changing rooms as well as the flexibility in customizable options of layouts, SPCC boasts ample and varied spaces to explore new possibilities and exceeds expectations in showcasing ideas and events of all magnitudes.
Located just within the premises of the Sunway Pyramid Mall, which itself is located just 35 minutes from Kuala Lumpur International Airport (KLIA) and 25 minutes from Kuala Lumpur’s city centre, SPCC is directly accessible via a network of major highways and expressways, providing ease for delegates and attendees driving in. A purpose-built flyover leads directly into the convention centre’s parking facility that is built for up to 10,000 vehicles across the inter-connected parking of the Sunway City.
The convention centre also comprises eight function rooms complemented by 60 conference and event venues in the adjacent Sunway Resort Hotel & Spa, Sunway Pyramid Hotel and Sunway Clio Hotel. Being a part of Sunway Pyramid mall that is also interlinked to the hotels, delegates and event goers can enjoy the convenience of having accommodation options within walking distance as well as the various entertainment, food and beverage outlets there.
From intimate business meetings and social gatherings, to large conventions, trade shows and weddings, no matter the size, all you need is the right venue and Sunway Pyramid Convention Centre is what you’ve been looking for!",CP3.SPCC (CP3 Floor)
Sunway Pyramid Hotel,https://www.sunwaypyramid.com/static/shops/e3eb85b27f649e3f2047792fb67d591e/w768-crop.jpg,https://www.sunwaypyramid.com/directory/sunway-pyramid-hotel,https://www.sunwaypyramid.com/static/shops/07b4a10c9f755c3f5bb201afd12f94b5/w768.png,Sunway City,"“Crafting unforgettable family memories”
As part of the cluster of hotels in Sunway City, the 4-star Sunway Pyramid Hotel is located in the heart of the scenic Sunway City. Taking cues from its name, the hotel is linked to the infamous Sunway Pyramid Mall and is also conveniently close by to the Sunway Lagoon theme park’s Surf Beach entrance.
Tired of finding rooms that are just too small, or lacking in the right set of facilities for your family? Come stay in our purpose-built Family Room or Family Suite, which has been specially designed with the comforts of a travelling family in mind. Showcasing a collection of 564 Deluxe guestrooms and the afore-mentioned Family Rooms and Suites to cater to the needs of a new generation of travellers, each guestroom reflects bold patterns and vibrant colors and complemented by enhanced in-room facilities and technology upgrades for a most memorable stay.
Some other key features of the Sunway Pyramid Hotel include:
• Located just 35 minutes from Kuala Lumpur International Airport (KLIA) and 25 minutes to Kuala Lumpur city centre.
• Sunway Pyramid Hotel features a collection of 564 Deluxe guestrooms, family room and suites; with options of rooms with unimpeded views of Sunway Lagoon theme park or the city’s skyline (subject to availability).
• Additional facilities you can revel in here include an all-day dining restaurant, meeting rooms, an outdoor swimming pool, and even access to the Balinese spa at the Sunway Resort Hotel & Spa.
• Over 170+ restaurants and outlets to cater to every craving imaginable, all within a stone’s throw away in Sunway Pyramid Mall and the surrounding shop lots.
• With over 10,000 parking bays within the entirety of Sunway City, the ample parking spaces welcomes all visitors, and parking is complimentary for all in-house guests.
Be it an exciting chain of adventures with your kids, or a relaxing vacation with your loved ones, let your family experience the best of times with the best of stays with us.",G1.TOWER (Ground Floor)
Sunway Pyramid Ice,https://www.sunwaypyramid.com/static/shops/26e5ff68923b58990b65639e7757753f/w768-crop.jpg,https://www.sunwaypyramid.com/directory/sunway-pyramid-ice,https://www.sunwaypyramid.com/static/shops/c4ddfdb2721972c418d2e62dd033cf49/w768.png,Entertainment,"Sunway Pyramid Ice is a popular recreational destination in Malaysia which attracts approximately 15,000 skaters each month. Being the first world class ice sports entertainment in Malaysia where you can enjoy a day of ice-skating to escape the heat of Kuala Lumpur, Sunway Pyramid Ice has played host to numerous international sports competitions and musicals since 1997. With a rink size spanning 39m x 22.5m, shoppers can have a breathtaking view of this ice-skating rink's sleek-modern design from above thanks to glass panels surrounding each level. On and off, you can catch a sight of experienced skaters practising their routines and perfecting their stunts, as Sunway Pyramid Ice is part of ISIAsia (Ice Skating Institute Asia), which trains professional figure-skaters in Malaysia.
Spend only a total of RM20 on weekdays, RM25 on weekends and RM28 during school and public holidays to enjoy the ice-skating rink as much as you like. Although it is a prerequisite to wear gloves and socks when ice-skating, these items are readily available at the ticketing counter for RM6 and RM9 respectively.
It is the birth place where many local skating talents are born and trained by Sunway Pyramid Ice very own coaches through its Skating Academy. Beginners without skating knowledge may opt to take up 30 minute lessons with rates starting at RM70 on weekdays and RM75 on weekends. As you get better in your ice-skating skills, advance lessons may then be an option. This could be a good opportunity for children and young teens to pick up a new skill during school holidays with packages and interesting discounts for classes. Due to its close proximity to Petaling Jaya’s many five-star hotels, universities and colleges, as well as the Sunway Lagoon Theme Park, Sunway Pyramid Ice can get very crowded during the weekends, so it is highly recommended for customers to arrive early to avoid the long queue.",B1 (Basement 1)
Sunway Resort Hotel,https://www.sunwaypyramid.com/static/shops/fb20ebd3976a6529fe6a532d285617a1/w768-crop.jpg,https://www.sunwaypyramid.com/directory/sunway-resort-hotel,https://www.sunwaypyramid.com/static/shops/f911fbbc4ab53eaa18bb39492f313708/w768.png,Sunway City,"SUNWAY RESORT HOTEL KUALA LUMPUR’S MOST ICONIC HOTEL
Step into a spectacular world of business, leisure and culinary wonders at Sunway Resort Hotel. This luxury 5-star hotel is located in the heart of Sunway City Kuala Lumpur, Malaysia’s premier entertainment and hospitality destination.
Sunway Resort Hotel presents 477 smart, environmentally-friendly and intuitively designed rooms and suites fitted with state-of-the-art technology, including speciality suites that are perfectly tailored for different types of guests; from business travellers and families to wellness and luxury seekers. Discover exclusive lounges and family zones like the Aquaventure Playland and Wonderland Kids Club, and have an extraordinary dining experience, from world-class cuisine at Gordon Ramsay Bar & Grill to the vibrant market-style buffet at The Resort Café and laid-back poolside dining at Fuzion. Being inter-connected to the Sunway Pyramid shopping mall and Sunway Lagoon theme park, guests will be able to hop from elegant boutiques to exhilarating rides within minutes.
Asia’s most outstanding events are also created in Sunway City. With our comprehensive meeting and events facilities featuring world-class spaces and the latest state-of-the-art technology, you'll be able to organise an event or a gathering to your exact requirements. From international conferences and exhibitions at the convention centre, brainstorming sessions and meetings in the fully-equipped meeting rooms, intensive team teambuilding at Sunway Lagoon, to spectacular wedding celebrations in the Grand Ballroom and exclusive corporate dinners at the Gordon Ramsay Bar & Grill, we've got what it takes to create exceptional experiences for you and your guests.
The options are simply endless at Sunway Resort Hotel!
Some of the key highlighted features of Sunway Resort Hotel:
• 477 specially designed room and suites fitted with state-of-the-art technology, perfectly tailored for different types of guests, including speciality suites.
• Family Zones such as Aquaventure Playland, Wonderland Kids Club, The Leisure Club and dedicated kids buffet corner during breakfast.
• Gordon Ramsay Bar & Grill in Sunway Resort, the multi-Michelin starred chef and TV star’s first flagship restaurant in Malaysia.
For more information, visit https://www.sunwayhotels.com/sunway-resort/",G1.RESORT (Ground Floor)
